tower,split_status,n_identification,n_oos,n_selection,selection_rmse,frwat0,published_openloop_rmse,manuscript_value,refit_closedloop_rmse,refit_identification_rmse,generalisation_gap,merkel_rmse,delta_vs_merkel,selection,inadmissible_pct,multivalued_pct,sensitivity_min,sensitivity_max,sensitivity_violation_pct,fit_success,FRWat_out_of_domain_pct,FRWat_out_of_domain_pct_no_frwat0,TRan_below_min_pct,TApp_below_min_pct,n_test,note
CT_01,full_split,8394,17902.0,5726.0,0.5698788760224247,1.0744879801060958,0.918384990131536,0.9184,0.5191003967367261,0.3592130063993144,0.15988739033741173,0.8854,-0.3662996032632738,YorkCalc27,0.0027190168035238454,0.0,-0.4886735078498345,0.7533919255005112,0.7178204361302952,True,53.570069063026814,53.56191201261624,0.08428952090923922,0.2719016803523846,,
CT_02,blocked_insufficient_identification,0,,,,,,,,,,,,,,,,,,,,,,,171.0,degraded: no scored test segment
CT_03,full_split,6958,16587.0,11500.0,0.3503002904483694,1.2656687028423739,0.9344395399444726,0.9344,0.4551091284223251,0.42778305510533876,0.027326073316986332,0.4396,0.015509128422325102,tie,0.004775891300713995,0.0,0.4470624950335696,1.4434492484063741,0.01910356520285598,True,85.82515461948086,7.69157293979989,0.03820713040571196,2.0273658571530913,,
CT_04,blocked_insufficient_identification,284,,,,,,,,,,,,,,,,,,,,,,,2109.0,degraded: no scored test segment
CT_05,full_split,889,3643.0,4380.0,0.7396500677928634,0.9701832684756686,0.7853184325099622,0.7853,0.5225277063137994,0.23430646323732765,0.2882212430764718,0.5841,-0.06157229368620054,YorkCalc27,0.01901321418385778,0.0,-0.04653828492953102,1.0238886873159854,9.287955128814525,True,3.2797794467154673,3.2797794467154673,0.047533035459644456,4.924422473619165,,
CT_06,identification_only,1105,,,,,,,,,,,,,,,,,,,,,,,0.0,degraded: no scored test segment
CT_07,full_split,3729,13091.0,5621.0,0.353905470414411,1.1437165747437028,0.6042507961860741,0.6043,0.3331462679130958,0.2401701560420265,0.09297611187106933,0.3337,-0.0005537320869041795,tie,0.0,0.0,-0.07158024889126643,1.8368355852611304,16.97098028325465,True,0.031241321855040263,0.03818383782282699,0.013885031935573453,3.9711191335740073,,
